League,Season,Team,HomeMatches,HomeGoalsFor,HomeGoalsAgainst,HomeShots,HomeShotsOnTarget,HomeCards,AwayMatches,AwayGoalsFor,AwayGoalsAgainst,AwayShots,AwayShotsOnTarget,AwayCards,GoalScoringHomeGap,ShotHomeGap
Bundesliga (Germany),2006/07,Wolfsburg,17,1.2941176470588236,1.2941176470588236,12.411764705882353,6.705882352941177,1.588235294117647,17,0.8823529411764706,1.3529411764705883,11.176470588235293,6.176470588235294,2.176470588235294,0.41176470588235303,1.2352941176470598
Bundesliga (Germany),2007/08,Bayern Munich,17,2.411764705882353,0.47058823529411764,20.647058823529413,7.9411764705882355,1.0588235294117647,17,1.588235294117647,0.7647058823529411,14.941176470588236,5.470588235294118,1.6470588235294117,0.8235294117647058,5.7058823529411775
Bundesliga (Germany),2007/08,Bielefeld,17,1.2352941176470589,1.0588235294117647,14.0,4.529411764705882,1.588235294117647,17,0.8235294117647058,2.4705882352941178,8.823529411764707,2.7058823529411766,1.7058823529411764,0.41176470588235303,5.1764705882352935
Bundesliga (Germany),2007/08,Bochum,17,1.8823529411764706,1.6470588235294117,12.882352941176471,4.823529411764706,1.7647058823529411,17,0.9411764705882353,1.5294117647058822,11.235294117647058,3.0588235294117645,2.1176470588235294,0.9411764705882353,1.647058823529413
Bundesliga (Germany),2007/08,Cottbus,17,1.4705882352941178,1.1764705882352942,13.352941176470589,5.117647058823529,1.9411764705882353,17,0.5882352941176471,2.1176470588235294,9.823529411764707,2.823529411764706,2.176470588235294,0.8823529411764707,3.5294117647058822
Bundesliga (Germany),2007/08,Dortmund,17,1.7058823529411764,1.411764705882353,15.647058823529411,5.647058823529412,1.7647058823529411,17,1.2352941176470589,2.235294117647059,13.235294117647058,4.470588235294118,1.6470588235294117,0.47058823529411753,2.4117647058823533
Bundesliga (Germany),2007/08,Duisburg,17,1.1176470588235294,1.7058823529411764,16.176470588235293,4.764705882352941,2.0,17,1.0,1.5294117647058822,11.411764705882353,3.4705882352941178,3.0588235294117645,0.11764705882352944,4.76470588235294
Bundesliga (Germany),2007/08,Ein Frankfurt,17,1.411764705882353,1.411764705882353,13.882352941176471,4.882352941176471,1.4705882352941178,17,1.1176470588235294,1.5294117647058822,11.529411764705882,4.235294117647059,1.8823529411764706,0.2941176470588236,2.3529411764705888
Bundesliga (Germany),2007/08,Hamburg,17,1.7647058823529411,0.6470588235294118,17.352941176470587,5.647058823529412,1.1764705882352942,17,1.0,0.8823529411764706,15.235294117647058,5.352941176470588,1.8823529411764706,0.7647058823529411,2.117647058823529
Bundesliga (Germany),2007/08,Hannover,17,1.8823529411764706,1.588235294117647,14.176470588235293,4.411764705882353,2.0588235294117645,17,1.2941176470588236,1.7058823529411764,12.294117647058824,4.0,2.0,0.588235294117647,1.8823529411764692
Bundesliga (Germany),2007/08,Hansa Rostock,17,1.0,1.2352941176470589,13.941176470588236,4.352941176470588,1.7647058823529411,17,0.7647058823529411,1.8235294117647058,9.823529411764707,3.176470588235294,1.8823529411764706,0.23529411764705888,4.117647058823529
Bundesliga (Germany),2007/08,Hertha,17,1.2352941176470589,1.0588235294117647,13.294117647058824,4.529411764705882,1.411764705882353,17,1.0588235294117647,1.5294117647058822,12.470588235294118,4.294117647058823,1.8235294117647058,0.17647058823529416,0.8235294117647065
Bundesliga (Germany),2007/08,Karlsruhe,17,1.3529411764705883,1.2941176470588236,14.352941176470589,5.0588235294117645,2.0,17,0.8823529411764706,1.8235294117647058,11.882352941176471,3.6470588235294117,1.2941176470588236,0.47058823529411775,2.4705882352941178
Bundesliga (Germany),2007/08,Leverkusen,17,1.8823529411764706,0.7647058823529411,18.41176470588235,6.764705882352941,1.5294117647058822,17,1.4705882352941178,1.588235294117647,12.588235294117647,4.352941176470588,2.1176470588235294,0.4117647058823528,5.823529411764705
Bundesliga (Germany),2007/08,Nurnberg,17,1.2352941176470589,1.0588235294117647,18.235294117647058,5.882352941176471,1.5294117647058822,17,0.8235294117647058,1.9411764705882353,12.294117647058824,3.411764705882353,2.0,0.41176470588235303,5.941176470588234
Bundesliga (Germany),2007/08,Schalke 04,17,1.7058823529411764,0.7647058823529411,16.41176470588235,5.294117647058823,1.3529411764705883,17,1.5294117647058822,1.1176470588235294,13.470588235294118,5.0588235294117645,1.9411764705882353,0.17647058823529416,2.9411764705882337
Bundesliga (Germany),2007/08,Stuttgart,17,2.2941176470588234,1.1176470588235294,15.117647058823529,5.9411764705882355,1.4705882352941178,17,1.0588235294117647,2.235294117647059,14.764705882352942,4.588235294117647,2.176470588235294,1.2352941176470587,0.352941176470587
Bundesliga (Germany),2007/08,Werder Bremen,17,2.823529411764706,1.1176470588235294,21.0,8.352941176470589,1.5294117647058822,17,1.588235294117647,1.5294117647058822,16.0,5.647058823529412,2.5294117647058822,1.235294117647059,5.0
Bundesliga (Germany),2007/08,Wolfsburg,17,1.6470588235294117,1.0,14.882352941176471,5.352941176470588,1.6470588235294117,17,1.7647058823529411,1.7058823529411764,12.117647058823529,5.0588235294117645,1.8823529411764706,-0.11764705882352944,2.764705882352942
Bundesliga (Germany),2008/09,Bayern Munich,17,2.6470588235294117,1.3529411764705883,21.235294117647058,7.294117647058823,1.3529411764705883,17,1.5294117647058822,1.1176470588235294,14.705882352941176,5.235294117647059,2.3529411764705883,1.1176470588235294,6.529411764705882
Bundesliga (Germany),2008/09,Bielefeld,17,0.9411764705882353,1.5294117647058822,13.411764705882353,4.294117647058823,1.9411764705882353,17,0.7647058823529411,1.7647058823529411,8.647058823529411,2.764705882352941,1.8823529411764706,0.17647058823529416,4.764705882352942
Bundesliga (Germany),2008/09,Bochum,17,1.3529411764705883,1.6470588235294117,16.176470588235293,5.764705882352941,2.0588235294117645,17,0.9411764705882353,1.588235294117647,11.823529411764707,4.0,2.3529411764705883,0.41176470588235303,4.352941176470587
Bundesliga (Germany),2008/09,Cottbus,17,1.1176470588235294,1.588235294117647,12.411764705882353,4.0,1.7058823529411764,17,0.6470588235294118,1.7647058823529411,8.058823529411764,3.176470588235294,2.411764705882353,0.47058823529411764,4.352941176470589
Bundesliga (Germany),2008/09,Dortmund,17,2.0,0.6470588235294118,16.0,5.705882352941177,1.2941176470588236,17,1.5294117647058822,1.5294117647058822,12.588235294117647,4.529411764705882,1.5294117647058822,0.47058823529411775,3.4117647058823533
Bundesliga (Germany),2008/09,Ein Frankfurt,17,1.5294117647058822,1.7058823529411764,13.411764705882353,4.411764705882353,2.6470588235294117,17,0.7647058823529411,1.8235294117647058,12.0,3.6470588235294117,1.8823529411764706,0.7647058823529411,1.4117647058823533
Bundesliga (Germany),2008/09,FC Koln,17,0.8235294117647058,1.4705882352941178,13.764705882352942,4.117647058823529,1.9411764705882353,17,1.2352941176470589,1.4705882352941178,10.647058823529411,3.235294117647059,2.176470588235294,-0.41176470588235303,3.1176470588235308
Bundesliga (Germany),2008/09,Hamburg,17,1.588235294117647,0.7647058823529411,13.764705882352942,4.588235294117647,1.588235294117647,17,1.2941176470588236,2.0,15.352941176470589,4.0588235294117645,2.823529411764706,0.2941176470588234,-1.5882352941176467
Bundesliga (Germany),2008/09,Hannover,17,1.8235294117647058,1.4705882352941178,11.294117647058824,4.882352941176471,1.9411764705882353,17,1.0588235294117647,2.588235294117647,11.0,3.3529411764705883,1.4705882352941178,0.7647058823529411,0.29411764705882426
Bundesliga (Germany),2008/09,Hertha,17,1.7058823529411764,0.8235294117647058,13.764705882352942,5.0588235294117645,1.8235294117647058,17,1.1176470588235294,1.588235294117647,9.529411764705882,3.5294117647058822,1.8235294117647058,0.588235294117647,4.23529411764706
Bundesliga (Germany),2008/09,Hoffenheim,17,1.7647058823529411,1.0588235294117647,18.941176470588236,7.0,1.588235294117647,17,1.9411764705882353,1.8235294117647058,14.529411764705882,5.294117647058823,2.588235294117647,-0.17647058823529416,4.411764705882353
Bundesliga (Germany),2008/09,Karlsruhe,17,1.0588235294117647,1.2941176470588236,14.411764705882353,4.117647058823529,1.9411764705882353,17,0.7058823529411765,1.8823529411764706,12.882352941176471,4.0588235294117645,1.8235294117647058,0.3529411764705882,1.5294117647058822
Bundesliga (Germany),2008/09,Leverkusen,17,1.8235294117647058,1.2941176470588236,17.764705882352942,6.764705882352941,1.1764705882352942,17,1.6470588235294117,1.411764705882353,14.529411764705882,5.352941176470588,2.176470588235294,0.17647058823529416,3.2352941176470598
Bundesliga (Germany),2008/09,M'gladbach,17,1.3529411764705883,1.588235294117647,14.176470588235293,4.882352941176471,1.8235294117647058,17,0.9411764705882353,2.0588235294117645,9.941176470588236,3.0,2.3529411764705883,0.41176470588235303,4.235294117647058
Bundesliga (Germany),2008/09,Schalke 04,17,1.5294117647058822,0.8823529411764706,14.411764705882353,5.0,1.4705882352941178,17,1.2352941176470589,1.1764705882352942,12.117647058823529,4.176470588235294,2.0588235294117645,0.2941176470588234,2.2941176470588243
Bundesliga (Germany),2008/09,Stuttgart,17,2.0,0.8235294117647058,16.58823529411765,5.764705882352941,1.5294117647058822,17,1.7058823529411764,1.7058823529411764,16.941176470588236,4.9411764705882355,2.5294117647058822,0.2941176470588236,-0.352941176470587
Bundesliga (Germany),2008/09,Werder Bremen,17,2.5294117647058822,1.2941176470588236,19.470588235294116,6.9411764705882355,1.3529411764705883,17,1.2352941176470589,1.6470588235294117,16.705882352941178,5.764705882352941,1.8823529411764706,1.2941176470588234,2.7647058823529385
Bundesliga (Germany),2008/09,Wolfsburg,17,3.0,0.7647058823529411,14.588235294117647,6.705882352941177,1.4705882352941178,17,1.7058823529411764,1.6470588235294117,13.294117647058824,4.647058823529412,1.8235294117647058,1.2941176470588236,1.2941176470588225
Bundesliga (Germany),2009/10,Bayern Munich,17,2.2941176470588234,0.7647058823529411,16.41176470588235,7.0588235294117645,1.0588235294117647,17,1.9411764705882353,1.0588235294117647,12.647058823529411,5.411764705882353,1.5294117647058822,0.3529411764705881,3.7647058823529402
Bundesliga (Germany),2009/10,Bochum,17,1.0588235294117647,2.0588235294117645,12.294117647058824,3.4705882352941178,2.0588235294117645,17,0.8823529411764706,1.7058823529411764,9.352941176470589,2.9411764705882355,2.0,0.17647058823529416,2.9411764705882355
Bundesliga (Germany),2009/10,Dortmund,17,1.7058823529411764,0.8235294117647058,16.647058823529413,6.9411764705882355,0.9411764705882353,17,1.4705882352941178,1.6470588235294117,12.235294117647058,4.588235294117647,2.0,0.23529411764705865,4.411764705882355
Bundesliga (Germany),2009/10,Ein Frankfurt,17,1.4705882352941178,1.5294117647058822,12.941176470588236,4.705882352941177,1.588235294117647,17,1.2941176470588236,1.6470588235294117,11.352941176470589,3.3529411764705883,2.0588235294117645,0.17647058823529416,1.5882352941176467
Bundesliga (Germany),2009/10,FC Koln,17,1.0588235294117647,1.7058823529411764,11.235294117647058,3.9411764705882355,2.0588235294117645,17,0.8823529411764706,0.7647058823529411,7.705882352941177,2.588235294117647,2.0588235294117645,0.17647058823529416,3.5294117647058814
Bundesliga (Germany),2009/10,Freiburg,17,0.8235294117647058,1.5294117647058822,12.764705882352942,3.764705882352941,1.2352941176470589,17,1.2352941176470589,1.9411764705882353,10.235294117647058,3.4705882352941178,1.8235294117647058,-0.41176470588235303,2.529411764705884
Bundesliga (Germany),2009/10,Hamburg,17,1.4705882352941178,0.7058823529411765,14.764705882352942,6.117647058823529,1.5294117647058822,17,1.8235294117647058,1.7058823529411764,13.823529411764707,5.176470588235294,1.7647058823529411,-0.3529411764705881,0.9411764705882355
Bundesliga (Germany),2009/10,Hannover,17,1.588235294117647,1.9411764705882353,12.705882352941176,4.823529411764706,1.9411764705882353,17,0.9411764705882353,2.0,11.823529411764707,3.6470588235294117,1.8235294117647058,0.6470588235294117,0.8823529411764692
Bundesliga (Germany),2009/10,Hertha,17,0.5882352941176471,1.5294117647058822,14.529411764705882,4.352941176470588,1.7058823529411764,17,1.411764705882353,1.7647058823529411,11.117647058823529,4.764705882352941,1.6470588235294117,-0.823529411764706,3.4117647058823533
Bundesliga (Germany),2009/10,Hoffenheim,17,1.5294117647058822,1.1764705882352942,14.411764705882353,3.8823529411764706,1.7058823529411764,17,1.0588235294117647,1.2941176470588236,12.470588235294118,3.9411764705882355,2.1176470588235294,0.47058823529411753,1.9411764705882355
Bundesliga (Germany),2009/10,Leverkusen,17,2.176470588235294,0.8235294117647058,17.0,6.588235294117647,1.6470588235294117,17,1.6470588235294117,1.411764705882353,14.470588235294118,5.882352941176471,2.2941176470588234,0.5294117647058822,2.5294117647058822
Bundesliga (Germany),2009/10,M'gladbach,17,1.4705882352941178,1.2941176470588236,15.705882352941176,5.235294117647059,1.1764705882352942,17,1.0588235294117647,2.235294117647059,10.529411764705882,4.235294117647059,1.6470588235294117,0.41176470588235303,5.1764705882352935
Bundesliga (Germany),2009/10,Mainz,17,1.2941176470588236,0.8235294117647058,10.882352941176471,4.411764705882353,2.0,17,0.8235294117647058,1.6470588235294117,9.176470588235293,2.9411764705882355,1.4705882352941178,0.47058823529411775,1.7058823529411775
Bundesliga (Germany),2009/10,Nurnberg,17,1.0588235294117647,1.3529411764705883,13.647058823529411,4.117647058823529,1.588235294117647,17,0.8235294117647058,2.0588235294117645,11.176470588235293,3.4705882352941178,1.588235294117647,0.23529411764705888,2.4705882352941178
Bundesliga (Germany),2009/10,Schalke 04,17,1.7058823529411764,0.8823529411764706,13.705882352941176,4.588235294117647,1.4705882352941178,17,1.411764705882353,0.9411764705882353,10.529411764705882,3.9411764705882355,2.0588235294117645,0.2941176470588234,3.1764705882352935
Bundesliga (Germany),2009/10,Stuttgart,17,1.6470588235294117,1.2352941176470589,14.411764705882353,5.470588235294118,2.1176470588235294,17,1.3529411764705883,1.1764705882352942,14.647058823529411,5.294117647058823,2.0588235294117645,0.2941176470588234,-0.235294117647058
Bundesliga (Germany),2009/10,Werder Bremen,17,2.0,1.2352941176470589,16.941176470588236,6.764705882352941,1.4705882352941178,17,2.176470588235294,1.1176470588235294,14.058823529411764,5.647058823529412,1.5294117647058822,-0.17647058823529393,2.882352941176471
Bundesliga (Germany),2009/10,Wolfsburg,17,2.2941176470588234,2.2941176470588234,15.529411764705882,6.117647058823529,1.7058823529411764,17,1.4705882352941178,1.1176470588235294,13.235294117647058,4.705882352941177,1.8823529411764706,0.8235294117647056,2.2941176470588243
Bundesliga (Germany),2010/11,Bayern Munich,17,2.823529411764706,0.7647058823529411,16.294117647058822,6.588235294117647,0.9411764705882353,17,1.9411764705882353,1.588235294117647,13.647058823529411,5.470588235294118,1.588235294117647,0.8823529411764708,2.6470588235294112
Bundesliga (Germany),2010/11,Dortmund,17,2.0588235294117645,0.47058823529411764,17.764705882352942,7.117647058823529,0.8823529411764706,17,1.8823529411764706,0.8235294117647058,16.11764705882353,6.588235294117647,1.411764705882353,0.17647058823529393,1.647058823529413
Bundesliga (Germany),2010/11,Ein Frankfurt,17,0.7647058823529411,1.411764705882353,13.176470588235293,3.764705882352941,2.176470588235294,17,1.0588235294117647,1.4705882352941178,9.529411764705882,3.3529411764705883,2.1176470588235294,-0.2941176470588236,3.6470588235294112
Bundesliga (Germany),2010/11,FC Koln,17,1.7647058823529411,1.2352941176470589,13.0,5.0,2.176470588235294,17,1.0,2.411764705882353,9.764705882352942,3.5294117647058822,2.4705882352941178,0.7647058823529411,3.235294117647058
Bundesliga (Germany),2010/11,Freiburg,17,1.411764705882353,1.411764705882353,12.117647058823529,3.6470588235294117,1.1764705882352942,17,1.0,1.5294117647058822,9.0,3.0588235294117645,1.5294117647058822,0.41176470588235303,3.117647058823529
Bundesliga (Germany),2010/11,Hamburg,17,1.7058823529411764,1.411764705882353,14.0,4.647058823529412,1.6470588235294117,17,1.0,1.6470588235294117,10.823529411764707,3.8823529411764706,1.4705882352941178,0.7058823529411764,3.1764705882352935
Bundesliga (Germany),2010/11,Hannover,17,1.8823529411764706,1.0,12.117647058823529,5.0588235294117645,1.2941176470588236,17,1.0,1.6470588235294117,9.470588235294118,3.4705882352941178,1.8823529411764706,0.8823529411764706,2.6470588235294112
Bundesliga (Germany),2010/11,Hoffenheim,17,1.6470588235294117,1.2352941176470589,15.647058823529411,5.176470588235294,1.2352941176470589,17,1.2941176470588236,1.7058823529411764,12.235294117647058,4.705882352941177,2.3529411764705883,0.3529411764705881,3.4117647058823533
Bundesliga (Germany),2010/11,Kaiserslautern,17,1.4705882352941178,1.1176470588235294,14.470588235294118,4.352941176470588,1.1176470588235294,17,1.3529411764705883,1.8823529411764706,12.235294117647058,4.176470588235294,2.3529411764705883,0.11764705882352944,2.2352941176470598
Bundesliga (Germany),2010/11,Leverkusen,17,1.9411764705882353,1.411764705882353,14.705882352941176,5.352941176470588,1.1764705882352942,17,1.8235294117647058,1.1764705882352942,13.117647058823529,4.705882352941177,2.0588235294117645,0.11764705882352944,1.5882352941176467
Bundesliga (Germany),2010/11,M'gladbach,17,1.5294117647058822,1.8235294117647058,13.823529411764707,5.647058823529412,1.2941176470588236,17,1.2941176470588236,2.0,11.588235294117647,4.352941176470588,1.7058823529411764,0.23529411764705865,2.2352941176470598
Bundesliga (Germany),2010/11,Mainz,17,1.2941176470588236,0.9411764705882353,13.470588235294118,4.764705882352941,1.6470588235294117,17,1.7647058823529411,1.3529411764705883,11.117647058823529,4.411764705882353,1.4705882352941178,-0.47058823529411753,2.3529411764705888
Bundesliga (Germany),2010/11,Nurnberg,17,1.6470588235294117,1.1176470588235294,14.823529411764707,4.647058823529412,1.6470588235294117,17,1.1176470588235294,1.5294117647058822,12.058823529411764,4.0588235294117645,2.0,0.5294117647058822,2.764705882352942
Bundesliga (Germany),2010/11,Schalke 04,17,1.411764705882353,1.0588235294117647,13.352941176470589,4.647058823529412,1.0588235294117647,17,0.8235294117647058,1.5294117647058822,9.470588235294118,3.411764705882353,1.9411764705882353,0.5882352941176472,3.882352941176471
Bundesliga (Germany),2010/11,St Pauli,17,1.2352941176470589,2.0588235294117645,13.411764705882353,4.411764705882353,1.411764705882353,17,0.8235294117647058,1.9411764705882353,11.058823529411764,3.4705882352941178,1.8823529411764706,0.41176470588235303,2.3529411764705888
Bundesliga (Germany),2010/11,Stuttgart,17,1.9411764705882353,1.588235294117647,14.176470588235293,5.411764705882353,1.7058823529411764,17,1.588235294117647,1.8823529411764706,12.823529411764707,5.117647058823529,2.1176470588235294,0.3529411764705883,1.352941176470587
Bundesliga (Germany),2010/11,Werder Bremen,17,1.5294117647058822,1.3529411764705883,15.235294117647058,5.705882352941177,1.5294117647058822,17,1.2352941176470589,2.235294117647059,11.588235294117647,4.0,2.411764705882353,0.2941176470588234,3.6470588235294112
Bundesliga (Germany),2010/11,Wolfsburg,17,1.588235294117647,1.5294117647058822,13.529411764705882,4.9411764705882355,1.8235294117647058,17,0.9411764705882353,1.2941176470588236,9.882352941176471,3.1176470588235294,2.3529411764705883,0.6470588235294117,3.6470588235294112
Bundesliga (Germany),2011/12,Augsburg,17,1.1764705882352942,1.1176470588235294,12.352941176470589,4.117647058823529,1.8823529411764706,17,0.9411764705882353,1.7647058823529411,10.411764705882353,3.9411764705882355,2.176470588235294,0.23529411764705888,1.9411764705882355
Bundesliga (Germany),2011/12,Bayern Munich,17,2.8823529411764706,0.35294117647058826,16.88235294117647,6.705882352941177,0.8235294117647058,17,1.6470588235294117,0.9411764705882353,14.294117647058824,5.764705882352941,1.6470588235294117,1.2352941176470589,2.5882352941176467
Bundesliga (Germany),2011/12,Dortmund,17,2.588235294117647,0.7058823529411765,18.647058823529413,6.9411764705882355,1.0,17,2.1176470588235294,0.7647058823529411,13.705882352941176,5.588235294117647,0.9411764705882353,0.47058823529411775,4.941176470588237
Bundesliga (Germany),2011/12,FC Koln,17,1.1764705882352942,1.7058823529411764,10.058823529411764,3.2941176470588234,1.588235294117647,17,1.1176470588235294,2.7058823529411766,7.529411764705882,3.0588235294117645,2.3529411764705883,0.05882352941176472,2.5294117647058822
Bundesliga (Germany),2011/12,Freiburg,17,1.411764705882353,1.1764705882352942,14.470588235294118,4.529411764705882,1.411764705882353,17,1.2352941176470589,2.411764705882353,9.352941176470589,4.0,1.9411764705882353,0.17647058823529416,5.117647058823529
Bundesliga (Germany),2011/12,Hamburg,17,1.1176470588235294,1.7058823529411764,14.176470588235293,5.176470588235294,1.5294117647058822,17,0.9411764705882353,1.6470588235294117,11.588235294117647,4.235294117647059,2.235294117647059,0.17647058823529416,2.5882352941176467
Bundesliga (Germany),2011/12,Hannover,17,1.8235294117647058,1.0,14.588235294117647,5.0,1.5294117647058822,17,0.5882352941176471,1.6470588235294117,9.411764705882353,2.9411764705882355,2.235294117647059,1.2352941176470589,5.1764705882352935
Bundesliga (Germany),2011/12,Hertha,17,1.1176470588235294,1.7058823529411764,11.411764705882353,3.5294117647058822,1.411764705882353,17,1.1176470588235294,2.0588235294117645,10.411764705882353,4.0588235294117645,2.3529411764705883,0.0,1.0
Bundesliga (Germany),2011/12,Hoffenheim,17,1.2352941176470589,1.0,14.823529411764707,4.588235294117647,2.1176470588235294,17,1.1764705882352942,1.7647058823529411,11.764705882352942,4.0,2.0,0.05882352941176472,3.0588235294117645
Bundesliga (Germany),2011/12,Kaiserslautern,17,0.7058823529411765,1.6470588235294117,14.176470588235293,4.647058823529412,2.0,17,0.7058823529411765,1.5294117647058822,10.235294117647058,3.5294117647058822,2.0588235294117645,0.0,3.9411764705882355
Bundesliga (Germany),2011/12,Leverkusen,17,1.6470588235294117,1.411764705882353,14.529411764705882,5.9411764705882355,1.1176470588235294,17,1.411764705882353,1.1764705882352942,10.882352941176471,4.823529411764706,1.5294117647058822,0.23529411764705865,3.6470588235294112
Bundesliga (Germany),2011/12,M'gladbach,17,1.7058823529411764,0.5882352941176471,14.117647058823529,5.411764705882353,1.1764705882352942,17,1.1764705882352942,0.8235294117647058,11.705882352941176,4.470588235294118,1.7058823529411764,0.5294117647058822,2.4117647058823533
Bundesliga (Germany),2011/12,Mainz,17,1.588235294117647,1.5294117647058822,13.764705882352942,5.411764705882353,1.411764705882353,17,1.1764705882352942,1.4705882352941178,11.0,3.2941176470588234,1.4705882352941178,0.4117647058823528,2.764705882352942
Bundesliga (Germany),2011/12,Nurnberg,17,1.2941176470588236,1.4705882352941178,12.529411764705882,4.352941176470588,1.8823529411764706,17,0.9411764705882353,1.411764705882353,12.058823529411764,3.823529411764706,2.3529411764705883,0.3529411764705883,0.47058823529411775
Bundesliga (Germany),2011/12,Schalke 04,17,2.764705882352941,0.8235294117647058,15.176470588235293,6.647058823529412,1.4705882352941178,17,1.588235294117647,1.7647058823529411,11.941176470588236,4.294117647058823,2.235294117647059,1.1764705882352942,3.235294117647058
Bundesliga (Germany),2011/12,Stuttgart,17,2.1176470588235294,1.0,14.176470588235293,5.9411764705882355,1.411764705882353,17,1.588235294117647,1.7058823529411764,13.352941176470589,5.588235294117647,2.235294117647059,0.5294117647058825,0.8235294117647047
Bundesliga (Germany),2011/12,Werder Bremen,17,1.8235294117647058,1.3529411764705883,18.941176470588236,5.823529411764706,1.6470588235294117,17,1.0588235294117647,2.0588235294117645,10.705882352941176,3.5294117647058822,2.176470588235294,0.7647058823529411,8.23529411764706
